Time - Strain	Amplitude - Strain
0.6655	0.00239671
0.666	0.00239692
0.6665	0.0023968
0.667	0.00239655
0.6675	0.00239663
0.668	0.00239837
0.6685	0.00239684
0.669	0.00239616
0.6695	0.00239634
0.67	0.00239774
0.6705	0.00239676
0.671	0.00239765
0.6715	0.00239952
0.672	0.00239729
0.6725	0.00239651
0.673	0.0023971
0.6735	0.00239625
0.674	0.00239664
0.6745	0.00239755
0.675	0.00239723
0.6755	0.00239759
0.676	0.00239704
0.6765	0.0023959
0.677	0.00239766
0.6775	0.00239539
0.678	0.00239608
0.6785	0.00239766
0.679	0.00239574
0.6795	0.00239607
0.68	0.00239662
0.6805	0.00239804
0.681	0.00239702
0.6815	0.00239689
0.682	0.00239691
0.6825	0.00239701
0.683	0.00239685
0.6835	0.00239644
0.684	0.00239688
0.6845	0.00239779
0.685	0.0023972
0.6855	0.00239746
0.686	0.00239844
0.6865	0.00239703
0.687	0.00239741
0.6875	0.00239901
0.688	0.00239847
0.6885	0.00239775
0.689	0.00239786
0.6895	0.00239681
0.69	0.00239719
0.6905	0.00239666
0.691	0.00239744
0.6915	0.00239739
0.692	0.00239798
0.6925	0.0023968
0.693	0.00239536
0.6935	0.00239615
0.694	0.00239708
0.6945	0.00239764
0.695	0.00239669
0.6955	0.00239586
0.696	0.00239664
0.6965	0.00239593
0.697	0.00239602
0.6975	0.00239555
0.698	0.00239513
0.6985	0.00239548
0.699	0.00239508
0.6995	0.00239825
0.7	0.00239575
0.7005	0.00239669
0.701	0.00239782
0.7015	0.00239601
0.702	0.00239752
0.7025	0.00239518
0.703	0.0023962
0.7035	0.00239846
0.704	0.0023974
0.7045	0.00239528
0.705	0.00239686
0.7055	0.00239766
0.706	0.00239618
0.7065	0.00239754
0.707	0.00239665
0.7075	0.00239607
0.708	0.00239703
0.7085	0.00239797
0.709	0.00239618
0.7095	0.00239671
0.71	0.00239557
0.7105	0.00239575
0.711	0.0023968
0.7115	0.00239543
0.712	0.00239633
0.7125	0.00239714
0.713	0.00239517
0.7135	0.00239707
0.714	0.00239573
0.7145	0.00239692
0.715	0.00239723
0.7155	0.00239577
0.716	0.00239778
0.7165	0.0023966
0.717	0.00239649
0.7175	0.00239666
0.718	0.00239694
0.7185	0.00239757
0.719	0.00239605
0.7195	0.00239728
0.72	0.00239624
0.7205	0.00239794
0.721	0.0023987
0.7215	0.00239686
0.722	0.00239703
0.7225	0.00239826
0.723	0.00239598
0.7235	0.00239609
0.724	0.00239693
0.7245	0.00239773
0.725	0.00239708
0.7255	0.00239604
0.726	0.00239656
0.7265	0.00239768
0.727	0.00239596
0.7275	0.00239438
0.728	0.00239564
0.7285	0.00239713
0.729	0.00239699
0.7295	0.00239624
0.73	0.00239601
0.7305	0.0023967
0.731	0.0023951
0.7315	0.00239631
0.732	0.00239716
0.7325	0.00239572
0.733	0.00239802
0.7335	0.00239629
0.734	0.00239784
0.7345	0.00239685
0.735	0.00239767
0.7355	0.00239801
0.736	0.00239719
0.7365	0.00239651
0.737	0.00239623
0.7375	0.00239895
0.738	0.0023966
0.7385	0.00239653
0.739	0.00239648
0.7395	0.00239638
0.74	0.0023974
0.7405	0.00239644
0.741	0.00239815
0.7415	0.00239561
0.742	0.00239833
0.7425	0.00239674
0.743	0.00239685
0.7435	0.00239618
0.744	0.0023966
0.7445	0.00239543
0.745	0.00239726
0.7455	0.0023977
0.746	0.00239905
0.7465	0.00239666
0.747	0.00239564
0.7475	0.00239718
0.748	0.00239706
0.7485	0.00239631
0.749	0.00239587
0.7495	0.00239751
0.75	0.00239708
0.7505	0.00239679
0.751	0.00239724
0.7515	0.00239647
0.752	0.00239643
0.7525	0.00239618
0.753	0.0023959
0.7535	0.00239714
0.754	0.00239673
0.7545	0.00239734
0.755	0.00239567
0.7555	0.00239644
0.756	0.00239694
0.7565	0.00239651
0.757	0.00239581
0.7575	0.00239793
0.758	0.00239534
0.7585	0.00239796
0.759	0.00239627
0.7595	0.00239626
0.76	0.00239642
0.7605	0.00239793
0.761	0.00239814
0.7615	0.00239663
0.762	0.0023976
0.7625	0.00239608
0.763	0.00239547
0.7635	0.00239608
0.764	0.00239712
0.7645	0.0023985
0.765	0.00239768
0.7655	0.00239735
0.766	0.00239825
0.7665	0.00239776
0.767	0.00239699
0.7675	0.0023964
0.768	0.00239681
0.7685	0.00239589
0.769	0.00239625
0.7695	0.00239801
0.77	0.00239656
0.7705	0.00239718
0.771	0.00239723
0.7715	0.00239727
0.772	0.00239743
0.7725	0.00239809
0.773	0.00239843
0.7735	0.00239571
0.774	0.00239685
0.7745	0.00239577
0.775	0.00239599
0.7755	0.00239506
0.776	0.00239748
0.7765	0.00239583
0.777	0.00239679
0.7775	0.00239556
0.778	0.00239794
0.7785	0.00239714
0.779	0.00239626
0.7795	0.00239687
0.78	0.00239765
0.7805	0.00239596
0.781	0.00239685
0.7815	0.00239557
0.782	0.00239693
0.7825	0.00239694
0.783	0.00239591
0.7835	0.00239753
0.784	0.00239537
0.7845	0.00239778
0.785	0.00239688
0.7855	0.00239687
0.786	0.00239612
0.7865	0.00239667
0.787	0.00239761
0.7875	0.00239825
0.788	0.00239843
0.7885	0.00239681
0.789	0.00239807
0.7895	0.00239706
0.79	0.00239704
0.7905	0.00239737
0.791	0.00239643
0.7915	0.00239595
0.792	0.00239788
0.7925	0.00239671
0.793	0.00239573
0.7935	0.00239627
0.794	0.00239561
0.7945	0.00239645
0.795	0.00239689
0.7955	0.00239594
0.796	0.00239657
0.7965	0.0023957
0.797	0.00239627
0.7975	0.00239702
0.798	0.00239727
0.7985	0.00239625
0.799	0.00239577
0.7995	0.00239728
0.8	0.00239594
0.8005	0.00239798
0.801	0.00239697
0.8015	0.00239726
0.802	0.00239679
0.8025	0.00239717
0.803	0.00239811
0.8035	0.00239649
0.804	0.00239883
0.8045	0.0023972
0.805	0.00239699
0.8055	0.00239654
0.806	0.00239583
0.8065	0.00239654
0.807	0.00239658
0.8075	0.00239619
0.808	0.00239651
0.8085	0.00239712
0.809	0.00239786
0.8095	0.00239558
0.81	0.00239962
0.8105	0.00239602
0.811	0.00239595
0.8115	0.00239649
0.812	0.00239629
0.8125	0.0023982
0.813	0.00239599
0.8135	0.00239735
0.814	0.00239604
0.8145	0.00239726
0.815	0.00239723
0.8155	0.00239614
0.816	0.00239748
0.8165	0.00239685
0.817	0.00239659
0.8175	0.00239699
0.818	0.00239596
0.8185	0.00239595
0.819	0.0023975
0.8195	0.002396
0.82	0.00239758
0.8205	0.00239725
0.821	0.00239743
0.8215	0.0023968
0.822	0.00239863
0.8225	0.00239542
0.823	0.00239708
0.8235	0.00239684
0.824	0.00239644
0.8245	0.0023964
0.825	0.00239567
0.8255	0.00239488
0.826	0.00239572
0.8265	0.00239622
0.827	0.0023966
0.8275	0.00239765
0.828	0.00239549
0.8285	0.0023968
0.829	0.00239626
0.8295	0.00239716
0.83	0.00239771
0.8305	0.00239473
0.831	0.00239762
0.8315	0.00239613
0.832	0.00239657
0.8325	0.00239766
0.833	0.00239656
0.8335	0.00239621
0.834	0.00239671
0.8345	0.00239707
0.835	0.00239635
0.8355	0.00239673
0.836	0.00239687
0.8365	0.00239702
0.837	0.00239785
0.8375	0.00239825
0.838	0.00239698
0.8385	0.00239697
0.839	0.00239545
0.8395	0.00239669
0.84	0.00239665
0.8405	0.00239648
0.841	0.00239725
0.8415	0.00239604
0.842	0.00239541
0.8425	0.00239678
0.843	0.00239546
0.8435	0.00239584
0.844	0.00239654
0.8445	0.00239537
0.845	0.00239429
0.8455	0.00239725
0.846	0.00239549
0.8465	0.0023957
0.847	0.00239788
0.8475	0.00239643
0.848	0.00239549
0.8485	0.00239711
0.849	0.00239712
0.8495	0.00239842
0.85	0.00239625
0.8505	0.00239732
0.851	0.00239608
0.8515	0.00239454
0.852	0.00239531
0.8525	0.00239828
0.853	0.00239828
0.8535	0.00239683
0.854	0.00239578
0.8545	0.00239667
0.855	0.00239724
0.8555	0.00239653
0.856	0.00239782
0.8565	0.00239785
0.857	0.00239861
0.8575	0.00239681
0.858	0.00239843
0.8585	0.00239726
0.859	0.00239612
0.8595	0.00239832
0.86	0.00239686
0.8605	0.00239552
0.861	0.00239442
0.8615	0.00239742
0.862	0.00239545
0.8625	0.00239784
0.863	0.00239522
0.8635	0.00239484
0.864	0.00239711
0.8645	0.00239607
0.865	0.00239644
0.8655	0.00239669
0.866	0.00239742
0.8665	0.00239562
0.867	0.00239618
0.8675	0.00239723
0.868	0.00239803
0.8685	0.00239637
0.869	0.00239716
0.8695	0.0023963
0.87	0.00239686
0.8705	0.00239693
0.871	0.00239822
0.8715	0.00239743
0.872	0.00239748
0.8725	0.00239782
0.873	0.00239665
0.8735	0.00239634
0.874	0.00239558
0.8745	0.00239803
0.875	0.00239739
0.8755	0.00239669
0.876	0.00239771
0.8765	0.00239579
0.877	0.00239634
0.8775	0.00239682
0.878	0.00239601
0.8785	0.00239667
0.879	0.0023966
0.8795	0.00239768
0.88	0.00239705
0.8805	0.00239567
0.881	0.00239796
0.8815	0.00239519
0.882	0.00239696
0.8825	0.00239852
0.883	0.002397
0.8835	0.00239651
0.884	0.00239571
0.8845	0.00239639
0.885	0.00239701
0.8855	0.00239783
0.886	0.00239832
0.8865	0.00239817
0.887	0.00239624
0.8875	0.00239798
0.888	0.00239672
0.8885	0.002396
0.889	0.00239726
0.8895	0.00239637
0.89	0.00239711
0.8905	0.00239691
0.891	0.00239858
0.8915	0.00239668
0.892	0.00239625
0.8925	0.00239465
0.893	0.00239661
0.8935	0.00239615
0.894	0.00239628
0.8945	0.00239634
0.895	0.00239617
0.8955	0.0023976
0.896	0.00239781
0.8965	0.00239589
0.897	0.00239688
0.8975	0.00239782
0.898	0.0023978
0.8985	0.00239753
0.899	0.00239723
0.8995	0.00239679
0.9	0.00239547
0.9005	0.00239545
0.901	0.00239652
0.9015	0.00239571
0.902	0.00239757
0.9025	0.00239748
0.903	0.00239771
0.9035	0.0023977
0.904	0.00239759
0.9045	0.00239544
0.905	0.00239623
0.9055	0.00239711
0.906	0.00239705
0.9065	0.00239836
0.907	0.00239688
0.9075	0.0023981
0.908	0.00239534
0.9085	0.00239809
0.909	0.0023979
0.9095	0.00239698
0.91	0.00239676
0.9105	0.00239648
0.911	0.00239604
0.9115	0.00239726
0.912	0.00239472
0.9125	0.00239513
0.913	0.00239701
0.9135	0.00239636
0.914	0.00239695
0.9145	0.00239693
0.915	0.00239606
0.9155	0.00239539
0.916	0.00239845
0.9165	0.00239782
0.917	0.00239792
0.9175	0.00239692
0.918	0.00239727
0.9185	0.00239765
0.919	0.00239665
0.9195	0.00239841
0.92	0.00239669
0.9205	0.00239608
0.921	0.00239743
0.9215	0.00239748
0.922	0.00239846
0.9225	0.00239715
0.923	0.00239729
0.9235	0.00239523
0.924	0.0023981
0.9245	0.00239747
0.925	0.00239788
0.9255	0.00239408
0.926	0.0023972
0.9265	0.00239742
0.927	0.00239637
0.9275	0.00239852
0.928	0.00239516
0.9285	0.00239766
0.929	0.0023969
0.9295	0.00239533
0.93	0.00239683
0.9305	0.00239635
0.931	0.00239455
0.9315	0.00239686
0.932	0.00239657
0.9325	0.00239667
0.933	0.00239569
0.9335	0.00239573
0.934	0.00239796
0.9345	0.00239784
0.935	0.00239833
0.9355	0.00239681
0.936	0.00239799
0.9365	0.00239777
0.937	0.00239776
0.9375	0.00239672
0.938	0.0023972
0.9385	0.00239673
0.939	0.00239701
0.9395	0.00239752
0.94	0.00239692
0.9405	0.00239692
0.941	0.00239786
0.9415	0.00239769
0.942	0.00239613
0.9425	0.00239599
0.943	0.00239694
0.9435	0.00239901
0.944	0.00239666
0.9445	0.00239705
0.945	0.0023957
0.9455	0.00239719
0.946	0.00239702
0.9465	0.00239621
0.947	0.00239663
0.9475	0.00239575
0.948	0.00239636
0.9485	0.0023957
0.949	0.0023963
0.9495	0.00239652
0.95	0.00239534
0.9505	0.00239757
0.951	0.00239904
0.9515	0.00239858
0.952	0.00239811
0.9525	0.00239711
0.953	0.00239647
0.9535	0.00239626
0.954	0.00239624
0.9545	0.00239732
0.955	0.00239744
0.9555	0.00239757
0.956	0.00239623
0.9565	0.00239777
0.957	0.00239771
0.9575	0.00239626
0.958	0.00239673
0.9585	0.00239619
0.959	0.0023986
0.9595	0.00239721
0.96	0.00239743
0.9605	0.0023955
0.961	0.00239657
0.9615	0.00239784
0.962	0.00239849
0.9625	0.00239639
0.963	0.00239633
0.9635	0.00239541
0.964	0.00239738
0.9645	0.00239643
0.965	0.00239615
0.9655	0.00239705
0.966	0.00239455
0.9665	0.00239719
0.967	0.00239593
0.9675	0.00239786
0.968	0.00239835
0.9685	0.00239536
0.969	0.00239808
0.9695	0.00239811
0.97	0.00239764
0.9705	0.00239639
0.971	0.00239679
0.9715	0.00239663
0.972	0.00239521
0.9725	0.00239635
0.973	0.00239624
0.9735	0.0023966
0.974	0.00239666
0.9745	0.00239584
0.975	0.00239598
0.9755	0.00239607
0.976	0.0023942
0.9765	0.00239606
0.977	0.00239577
0.9775	0.00239625
0.978	0.00239807
0.9785	0.0023978
0.979	0.0023962
0.9795	0.00239653
0.98	0.00239718
0.9805	0.00239606
0.981	0.00239737
0.9815	0.00239805
0.982	0.00239818
0.9825	0.00239615
0.983	0.00239629
0.9835	0.00239626
0.984	0.00239822
0.9845	0.00239683
0.985	0.00239697
0.9855	0.00239649
0.986	0.00239856
0.9865	0.00239716
0.987	0.00239726
0.9875	0.00239747
0.988	0.00239765
0.9885	0.00239842
0.989	0.00239447
0.9895	0.0023973
0.99	0.00239744
0.9905	0.00239527
0.991	0.00239479
0.9915	0.00239802
0.992	0.00239652
0.9925	0.00239577
0.993	0.00239601
0.9935	0.00239782
0.994	0.00239748
0.9945	0.0023967
0.995	0.00239766
0.9955	0.00239635
0.996	0.0023962
0.9965	0.00239611
0.997	0.00239642
0.9975	0.00239714
0.998	0.00239703
0.9985	0.00239831
0.999	0.00239623
0.9995	0.00239636
1	0.00239711
1.0005	0.00239797
1.001	0.00239715
1.0015	0.00239697
1.002	0.00239732
1.0025	0.0023962
1.003	0.00239845
1.0035	0.0023957
1.004	0.00239646
1.0045	0.00239645
1.005	0.00239659
1.0055	0.00239802
1.006	0.0023991
1.0065	0.00239536
1.007	0.00239801
1.0075	0.0023966
1.008	0.00239798
1.0085	0.00239651
1.009	0.00239521
1.0095	0.00239847
1.01	0.00239738
1.0105	0.00239622
1.011	0.00239768
1.0115	0.00239679
1.012	0.00239661
1.0125	0.00239641
1.013	0.00239503
1.0135	0.00239729
1.014	0.00239586
1.0145	0.00239656
1.015	0.00239531
1.0155	0.00239555
1.016	0.00239775
1.0165	0.00239593
1.017	0.00239703
1.0175	0.00239769
1.018	0.00239632
1.0185	0.00239657
1.019	0.00239609
1.0195	0.00239787
1.02	0.00239653
1.0205	0.00239614
1.021	0.00239721
1.0215	0.00239799
1.022	0.00239813
1.0225	0.00239729
1.023	0.0023985
1.0235	0.00239721
1.024	0.00239759
1.0245	0.00239697
1.025	0.00239745
1.0255	0.00239741
1.026	0.00239532
1.0265	0.00239586
1.027	0.00239511
1.0275	0.00239715
1.028	0.00239584
1.0285	0.00239563
1.029	0.00239748
1.0295	0.00239697
1.03	0.00239637
1.0305	0.00239598
1.031	0.00239692
1.0315	0.00239613
1.032	0.00239744
1.0325	0.00239481
1.033	0.00239647
1.0335	0.00239651
1.034	0.00239711
1.0345	0.00239784
1.035	0.00239719
1.0355	0.0023985
1.036	0.00239753
1.0365	0.00239841
1.037	0.00239737
1.0375	0.00239895
1.038	0.00239659
1.0385	0.00239789
1.039	0.00239656
1.0395	0.00239688
1.04	0.00239703
1.0405	0.00239707
1.041	0.00239761
1.0415	0.00239759
1.042	0.00239685
1.0425	0.00239477
1.043	0.00239606
1.0435	0.00239602
1.044	0.00239647
1.0445	0.002396
1.045	0.00239666
1.0455	0.0023972
1.046	0.00239545
1.0465	0.0023962
1.047	0.00239603
1.0475	0.00239629
1.048	0.00239614
1.0485	0.00239706
1.049	0.00239588
1.0495	0.00239644
1.05	0.00239763
1.0505	0.00239912
1.051	0.00239663
1.0515	0.0023967
1.052	0.00239598
1.0525	0.00239641
1.053	0.00239631
1.0535	0.00239664
1.054	0.00239825
1.0545	0.00239644
1.055	0.00239571
1.0555	0.00239712
1.056	0.00239919
1.0565	0.00239705
1.057	0.00239638
1.0575	0.00239626
1.058	0.00239509
1.0585	0.00239526
1.059	0.00239797
1.0595	0.00239458
1.06	0.00239766
1.0605	0.00239502
1.061	0.0023955
1.0615	0.00239558
1.062	0.00239688
1.0625	0.002396
1.063	0.00239664
1.0635	0.00239616
1.064	0.00239625
1.0645	0.00239816
1.065	0.00239563
1.0655	0.00239586
1.066	0.00239667
1.0665	0.00239733
1.067	0.00239854
1.0675	0.00239774
1.068	0.00239747
1.0685	0.00239753
1.069	0.00239909
1.0695	0.0023981
1.07	0.00239733
1.0705	0.00239602
1.071	0.00239762
1.0715	0.00239722
1.072	0.00239715
1.0725	0.0023971
1.073	0.00239683
1.0735	0.00239665
1.074	0.00239613
1.0745	0.00239631
1.075	0.00239651
1.0755	0.00239643
1.076	0.00239859
1.0765	0.00239633
1.077	0.00239819
1.0775	0.00239677
1.078	0.0023963
1.0785	0.00239629
1.079	0.00239687
1.0795	0.00239567
1.08	0.00239558
1.0805	0.00239397
1.081	0.00239617
1.0815	0.00239658
1.082	0.00239588
1.0825	0.00239533
1.083	0.00239705
1.0835	0.00239625
1.084	0.00239745
1.0845	0.00239805
1.085	0.00239615
1.0855	0.00239658
1.086	0.00239608
1.0865	0.00239517
1.087	0.0023954
1.0875	0.00239754
1.088	0.00239747
1.0885	0.00239639
1.089	0.00239759
1.0895	0.00239708
1.09	0.00239673
1.0905	0.00239827
1.091	0.00239922
1.0915	0.00239693
1.092	0.00239602
1.0925	0.00239582
1.093	0.00239519
1.0935	0.00239734
1.094	0.00239569
1.0945	0.00239706
1.095	0.00239625
1.0955	0.00239548
1.096	0.00239759
1.0965	0.00239681
1.097	0.00239631
1.0975	0.00239607
1.098	0.00239763
1.0985	0.00239745
1.099	0.00239755
1.0995	0.00239734
1.1	0.00239616
1.1005	0.00239715
1.101	0.00239722
1.1015	0.00239731
1.102	0.00239726
1.1025	0.00239735
1.103	0.00239622
1.1035	0.00239671
1.104	0.00239666
1.1045	0.00239638
1.105	0.00239696
1.1055	0.00239786
1.106	0.00239665
1.1065	0.00239719
1.107	0.0023966
1.1075	0.00239676
1.108	0.00239698
1.1085	0.00239666
1.109	0.00239622
1.1095	0.00239441
1.11	0.00239753
1.1105	0.00239617
1.111	0.00239829
1.1115	0.00239744
1.112	0.00239544
1.1125	0.00239732
1.113	0.00239633
1.1135	0.00239471
1.114	0.00239711
1.1145	0.0023968
1.115	0.00239609
1.1155	0.00239648
1.116	0.00239737
1.1165	0.00239753
1.117	0.00239811
1.1175	0.00239672
1.118	0.00239822
1.1185	0.00239814
1.119	0.00239576
1.1195	0.0023971
1.12	0.002398
1.1205	0.00239733
1.121	0.00239467
1.1215	0.00239416
1.122	0.00239794
1.1225	0.00239806
1.123	0.00239671
1.1235	0.00239891
1.124	0.00239801
1.1245	0.00239566
1.125	0.00239814
1.1255	0.0023944
1.126	0.00239549
1.1265	0.00239782
1.127	0.002395
1.1275	0.00239559
1.128	0.00239649
1.1285	0.00239433
1.129	0.00239798
1.1295	0.0023967
1.13	0.00239489
1.1305	0.00239572
1.131	0.00239592
1.1315	0.00239621
1.132	0.00239561
1.1325	0.00239697
1.133	0.00239718
1.1335	0.0023968
1.134	0.00239731
1.1345	0.00239796
1.135	0.00239606
1.1355	0.00239669
1.136	0.00239712
1.1365	0.00239719
1.137	0.00239822
1.1375	0.0023986
1.138	0.00239656
1.1385	0.00239657
1.139	0.00239742
1.1395	0.00239688
1.14	0.00239737
1.1405	0.00239612
1.141	0.0023962
1.1415	0.00239694
1.142	0.00239735
1.1425	0.00239678
1.143	0.00239648
1.1435	0.002396
1.144	0.00239504
1.1445	0.00239743
1.145	0.00239606
1.1455	0.00239643
1.146	0.00239587
1.1465	0.00239579
1.147	0.00239594
1.1475	0.00239669
1.148	0.00239678
1.1485	0.00239623
1.149	0.00239533
1.1495	0.00239653
1.15	0.00239701
1.1505	0.00239766
1.151	0.00239639
1.1515	0.00239791
1.152	0.00239534
1.1525	0.00239762
1.153	0.00239743
1.1535	0.00239672
1.154	0.00239773
1.1545	0.00239783
1.155	0.00239715
1.1555	0.00239585
1.156	0.0023969
1.1565	0.00239639
1.157	0.00239656
1.1575	0.00239647
1.158	0.00239607
1.1585	0.00239536
1.159	0.00239767
1.1595	0.00239603
1.16	0.00239604
1.1605	0.00239688
1.161	0.00239504
1.1615	0.0023955
1.162	0.00239674
1.1625	0.0023976
1.163	0.00239633
1.1635	0.0023959
1.164	0.00239895
1.1645	0.00239753
1.165	0.00239575
1.1655	0.00239666
1.166	0.00239728
1.1665	0.00239737
1.167	0.00239548
1.1675	0.002398
1.168	0.00239586
1.1685	0.00239614
1.169	0.0023973
1.1695	0.00239636
1.17	0.00239558
1.1705	0.00239521
1.171	0.00239511
1.1715	0.00239685
1.172	0.0023954
1.1725	0.00239809
1.173	0.00239792
1.1735	0.00239777
1.174	0.0023969
1.1745	0.00239705
1.175	0.00239528
1.1755	0.00239672
1.176	0.00239794
1.1765	0.00239643
1.177	0.00239666
1.1775	0.00239647
1.178	0.00239581
1.1785	0.0023978
1.179	0.00239733
1.1795	0.00239762
1.18	0.00239768
1.1805	0.00239517
1.181	0.00239566
1.1815	0.00239658
1.182	0.00239616
1.1825	0.00239555
1.183	0.00239723
1.1835	0.00239711
1.184	0.00239581
1.1845	0.00239609
1.185	0.00239638
1.1855	0.00239697
1.186	0.00239666
1.1865	0.00239716
1.187	0.00239622
1.1875	0.00239697
1.188	0.00239707
1.1885	0.00239649
1.189	0.00239607
1.1895	0.00239609
1.19	0.00239752
1.1905	0.00239765
1.191	0.00239746
1.1915	0.00239547
1.192	0.00239585
1.1925	0.00239642
1.193	0.00239626
1.1935	0.00239755
1.194	0.00239673
1.1945	0.00239801
1.195	0.00239641
1.1955	0.00239609
1.196	0.00239607
1.1965	0.00239782
1.197	0.00239299
1.1975	0.00239653
1.198	0.00239715
1.1985	0.00239626
1.199	0.0023972
1.1995	0.0023963
1.2	0.00239771
1.2005	0.00239634
1.201	0.00239717
1.2015	0.00239779
1.202	0.00239685
1.2025	0.00239602
1.203	0.00239804
1.2035	0.0023955
1.204	0.00239576
1.2045	0.00239677
1.205	0.0023972
1.2055	0.0023971
1.206	0.00239694
1.2065	0.00239674
1.207	0.00239672
1.2075	0.00239496
1.208	0.00239702
1.2085	0.00239513
1.209	0.00239678
1.2095	0.00239695
1.21	0.00239734
1.2105	0.00239612
1.211	0.00239616
1.2115	0.00239552
1.212	0.00239865
1.2125	0.00239842
1.213	0.00239716
1.2135	0.00239526
1.214	0.00239571
1.2145	0.0023983
1.215	0.00239456
1.2155	0.0023965
1.216	0.00239676
1.2165	0.00239769
1.217	0.00239598
1.2175	0.00239749
1.218	0.00239648
1.2185	0.00239809
1.219	0.00239446
1.2195	0.00239672
1.22	0.00239563
1.2205	0.00239719
1.221	0.00239712
1.2215	0.00239715
1.222	0.00239828
1.2225	0.00239624
1.223	0.00239593
1.2235	0.00239701
1.224	0.00239621
1.2245	0.00239697
1.225	0.00239702
1.2255	0.00239471
1.226	0.00239771
1.2265	0.00239607
1.227	0.00239585
1.2275	0.00239606
1.228	0.0023972
1.2285	0.00239709
1.229	0.00239633
1.2295	0.00239728
1.23	0.00239708
1.2305	0.00239697
1.231	0.00239742
1.2315	0.00239638
1.232	0.00239524
1.2325	0.00239743
1.233	0.00239649
1.2335	0.00239618
1.234	0.00239714
1.2345	0.00239464
1.235	0.00239835
1.2355	0.00239867
1.236	0.00239883
1.2365	0.00239737
1.237	0.00239622
1.2375	0.00239795
1.238	0.00239855
1.2385	0.00239611
1.239	0.00239624
1.2395	0.00239789
1.24	0.00239688
1.2405	0.0023962
1.241	0.00239633
1.2415	0.00239644
1.242	0.00239621
1.2425	0.00239649
1.243	0.00239672
1.2435	0.00239487
1.244	0.00239825
1.2445	0.00239698
1.245	0.00239571
1.2455	0.00239642
1.246	0.00239578
1.2465	0.00239619
1.247	0.00239702
1.2475	0.00239659
1.248	0.00239689
1.2485	0.00239628
1.249	0.00239593
1.2495	0.00239618
1.25	0.00239614
1.2505	0.00239764
1.251	0.00239725
1.2515	0.00239641
1.252	0.00239608
1.2525	0.00239655
1.253	0.00239575
1.2535	0.00239809
1.254	0.00239597
1.2545	0.00239456
1.255	0.00239799
1.2555	0.00239826
1.256	0.00239494
1.2565	0.00239874
1.257	0.00239429
1.2575	0.00239678
1.258	0.00239666
1.2585	0.00239666
1.259	0.0023968
1.2595	0.00239638
1.26	0.0023964
1.2605	0.00239558
1.261	0.00239557
1.2615	0.00239616
1.262	0.00239684
1.2625	0.00239699
1.263	0.00239781
1.2635	0.00239737
1.264	0.00239639
1.2645	0.00239746
1.265	0.00239593
1.2655	0.00239594
1.266	0.00239874
1.2665	0.00239727
1.267	0.00239711
1.2675	0.00239811
1.268	0.00239729
1.2685	0.00239759
1.269	0.00239676
1.2695	0.00239746
1.27	0.00239828
1.2705	0.00239706
1.271	0.00239678
1.2715	0.00239829
1.272	0.0023962
1.2725	0.00239728
1.273	0.00239645
1.2735	0.00239734
1.274	0.00239665
1.2745	0.00239731
1.275	0.00239737
1.2755	0.00239617
1.276	0.00239696
1.2765	0.00239548
1.277	0.00239621
1.2775	0.00239609
1.278	0.00239613
1.2785	0.00239654
1.279	0.00239588
1.2795	0.0023981
1.28	0.00239652
1.2805	0.00239552
1.281	0.00239724
1.2815	0.00239562
1.282	0.00239616
1.2825	0.00239738
1.283	0.00239631
1.2835	0.00239735
1.284	0.00239621
1.2845	0.00239791
1.285	0.00239695
1.2855	0.00239714
1.286	0.00239643
1.2865	0.00239653
1.287	0.00239667
1.2875	0.00239666
1.288	0.0023966
1.2885	0.00239652
1.289	0.00239843
1.2895	0.00239684
1.29	0.00239693
1.2905	0.00239725
1.291	0.00239579
1.2915	0.00239633
1.292	0.00239568
1.2925	0.00239595
1.293	0.00239729
1.2935	0.00239724
1.294	0.00239719
1.2945	0.00239705
1.295	0.00239633
1.2955	0.0023962
1.296	0.00239567
1.2965	0.00239786
1.297	0.0023958
1.2975	0.00239661
1.298	0.00239573
1.2985	0.00239748
1.299	0.00239818
1.2995	0.0023964
1.3	0.00239567
1.3005	0.00239586
1.301	0.00239701
1.3015	0.00239734
1.302	0.00239903
1.3025	0.0023977
1.303	0.00239665
1.3035	0.00239681
1.304	0.00239748
1.3045	0.00239592
1.305	0.0023977
1.3055	0.00239829
1.306	0.00239824
1.3065	0.00239766
1.307	0.00239661
1.3075	0.00239771
1.308	0.00239665
1.3085	0.00239755
1.309	0.00239627
1.3095	0.00239745
1.31	0.00239681
1.3105	0.00239512
1.311	0.00239663
1.3115	0.00239681
1.312	0.00239614
1.3125	0.00239553
1.313	0.00239645
1.3135	0.0023963
1.314	0.00239701
1.3145	0.00239571
1.315	0.0023977
1.3155	0.00239795
1.316	0.00239734
1.3165	0.0023961
1.317	0.00239504
1.3175	0.00239728
1.318	0.0023974
1.3185	0.00239821
1.319	0.00239734
1.3195	0.00239718
1.32	0.00239625
1.3205	0.00239908
1.321	0.00239716
1.3215	0.00239492
1.322	0.00239691
1.3225	0.00239453
1.323	0.00239702
1.3235	0.00239743
1.324	0.00239654
1.3245	0.00239423
1.325	0.00239661
1.3255	0.00239744
1.326	0.00239624
1.3265	0.00239516
1.327	0.00239632
1.3275	0.00239634
1.328	0.00239725
1.3285	0.00239687
1.329	0.00239652
1.3295	0.00239752
1.33	0.00239255
1.3305	0.0023957
1.331	0.00239748
